lat,lon,name,kana,lfSpanFr,gaijiFlg,name1
35.122218,132.633194,日影山,ひかげやま,2012-10-12,0,日影山
35.03781,132.637419,登矢ヶ丸山,とやがまるやま,2012-10-12,0,登矢ヶ丸山
27.055296,127.973014,アサ岳,あさだけ,2012-10-12,0,アサ岳
32.617649,129.815308,熊ノ岳,くまのだけ,2012-10-12,0,熊ノ岳
33.255724,129.824233,烏帽子岳,えぼしだけ,2012-10-12,0,烏帽子岳
31.858685,129.823306,繩瀬山,のうぜやま,2012-10-12,0,繩瀬山
31.851102,129.824639,橋掛山,はしかけやま,2012-10-12,0,橋掛山
32.695335,129.815386,高岳,たかだけ,2012-10-12,0,高岳
33.076885,129.819569,松岳,まつたけ,2012-10-12,0,松岳
32.639566,129.817919,秋葉山,あきばやま,2012-10-12,0,秋葉山
32.815024,129.818133,烏帽子岳,えぼしだけ,2012-10-12,0,烏帽子岳
32.820607,129.819411,鳴鼓岳,なづみだけ,2012-10-12,0,鳴鼓岳
44.232817,142.108275,相雲内岳,そううんないだけ,2012-07-30,0,相雲内岳
43.629214,142.110281,イルムケップ山,いるむけっぷやま,2012-07-30,0,イルムケップ山
36.524037,136.753986,キゴ山,きごやま,2012-10-12,0,キゴ山
36.688009,136.754699,立林山,たてばやしやま,2012-10-12,0,立林山
34.270713,136.752836,黒森,くろもり,2012-10-12,0,黒森
35.987287,136.751608,杉山,すぎやま,2012-10-12,0,杉山
36.088923,136.75445,三ノ峰,さんのみね,2012-10-12,0,三ノ峰
35.476329,136.75155,城ヶ峰,じょうがみね,2012-10-12,0,城ヶ峰
36.531279,136.74691,戸室山,とむろやま,2012-10-12,0,戸室山
35.449691,136.750883,鷺山,さぎやま,2012-10-12,0,鷺山
36.304172,136.747011,大瓢箪山,おおふくべやま,2012-10-12,*_*_7C1E_*,大瓢簞山
33.821343,132.780603,天山,あまやま,2012-10-12,0,天山
34.692682,132.780364,平佐山,ひらさやま,2012-10-12,0,平佐山
35.302518,132.780208,大袋山,おおぶくろやま,2012-10-12,0,大袋山
33.879224,132.771575,大久保山,おおくぼやま,2012-10-12,0,大久保山
34.934657,132.774772,大原山,おおはらやま,2012-10-12,0,大原山
33.278874,132.770086,戸祇御前山,とぎごぜんやま,2012-10-12,0,戸祇御前山
35.409371,132.773739,鳶が巣山,とびがすやま,2012-10-12,0,鳶が巣山
33.629752,132.778217,コクゾ峰,こくぞみね,2012-10-12,0,コクゾ峰
34.879191,132.769942,梶谷山,かじたにやま,2012-10-12,0,梶谷山
33.51343,132.776775,高森山,たかもりやま,2012-10-12,0,高森山
34.681599,132.772169,毛宗坊山,もうそうぼうやま,2012-10-12,0,毛宗坊山
33.855891,132.773269,御幸寺山,みゆきじさん,2012-10-12,0,御幸寺山
35.231207,132.777067,陣ヶ丸,じんがまる,2012-10-12,0,陣ヶ丸
33.540485,132.775608,寒台山,かんだいやま,2012-10-12,0,寒台山
34.97738,132.779661,高山,たかやま,2012-10-12,0,高山
33.119074,129.895392,大平岳,おおひらだけ,2012-10-12,0,大平岳
32.830413,129.894625,稗ノ岳,ひえのだけ,2012-10-12,0,稗ノ岳
33.184041,129.901028,蓮花石山,れんげいしやま,2012-10-12,0,蓮花石山
32.796274,129.895736,天竺山,てんじくやま,2012-10-12,0,天竺山
33.22368,129.8975,青螺山,せいらざん,2012-10-12,0,青螺山
33.309643,129.897861,城古岳,じょうごだけ,2012-10-12,0,城古岳
33.214152,129.901639,黒髪山,くろかみざん,2012-10-12,0,黒髪山
29.829224,129.902314,ジンニョム岳,じんにょむだけ,2012-10-12,0,ジンニョム岳
31.833724,129.897186,遠目木山,とおめきやま,2012-10-12,0,遠目木山
32.745643,129.902125,英彦山,ひこさん,2012-10-12,0,英彦山
33.443652,129.891717,野高山,のだかやま,2012-10-12,0,野高山
26.545202,128.0073,辺野古岳,へのこだけ,2012-10-12,0,辺野古岳
26.585618,128.009939,名護岳,なごだけ,2012-10-12,0,名護岳
35.491295,136.510164,小島山,おじまやま,2012-10-12,0,小島山
35.28376,136.511197,笙ヶ岳,しょうがだけ,2012-10-12,0,笙ヶ岳
34.851638,136.512656,天王山,てんのうやま,2012-10-12,0,天王山
35.762395,136.514018,能郷白山,のうごうはくさん,2012-10-12,0,能郷白山
36.100187,136.50543,高尾岳,たかおだけ,2012-10-12,0,高尾岳
34.485093,136.512422,城山,しろやま,2012-10-12,0,城山
34.373032,136.515772,七洞岳,ななほらだけ,2012-10-12,0,七洞岳
35.809451,136.505851,姥ヶ岳,うばがたけ,2012-10-12,0,姥ヶ岳
35.346863,136.509778,南宮山,なんぐうさん,2012-10-12,0,南宮山
35.359668,136.512389,朝倉山,あさくらやま,2012-10-12,0,朝倉山
36.075779,136.507821,御立山,おたてやま,2012-10-12,0,御立山
43.993375,145.013344,遠音別岳,おんねべつだけ,2012-07-30,0,遠音別岳
34.504018,132.5723,別当山,べっとうさん,2012-10-12,0,別当山
33.56123,132.579658,感応寺山,かんのうじさん,2012-10-12,0,感応寺山
34.695013,132.577194,火神城山,ひがみじょうやま,2012-10-12,0,火神城山
33.497293,132.582911,根太山,ねぶとやま,2012-10-12,0,根太山
35.07331,132.581878,津ノ目山,つのめやま,2012-10-12,0,津ノ目山
34.383468,132.582672,天狗防山,てんぐぼうやま,2012-10-12,0,天狗防山
34.308977,132.580422,観音山,かんのんやま,2012-10-12,0,観音山
34.315628,132.580591,三石山,みついしやま,2013-07-26,0,三石山
34.471432,132.577419,中山,なかやま,2012-10-12,0,中山
34.848352,132.58157,大原山,おおはらやま,2012-10-12,0,大原山
35.223588,132.581769,要害山,ようがいさん,2012-10-12,0,要害山
34.375135,132.579617,洞所山,どうところやま,2012-10-12,0,洞所山
34.96618,132.577508,唐渓山,からたにやま,2012-10-12,0,唐渓山
34.356135,132.574533,城山,しろやま,2012-10-12,0,城山
34.521393,132.575444,白木山,しらきやま,2012-10-12,0,白木山
34.882718,132.5808,大手山,おおでやま,2012-10-12,0,大手山
34.227355,132.576317,休山,やすみやま,2012-10-12,0,休山
34.919413,132.582911,田ノ原冠山,たのはらかんざん,2012-10-12,0,田ノ原冠山
34.623493,132.575136,堂床山,どうとこやま,2012-10-12,0,堂床山
34.422988,132.576642,高城山,たかじょうやま,2012-10-12,0,高城山
35.613005,134.911228,兜山,かぶとやま,2012-10-12,0,兜山
34.316538,134.904197,掛牛山,かけおうじやま,2012-10-12,0,掛牛山
35.407393,134.902872,西床尾山,にしとこのおさん,2012-10-12,0,西床尾山
34.337974,134.902972,三熊山,みくまやま,2012-10-12,0,三熊山
43.822308,144.943694,薫別岳,くんべつだけ,2012-07-30,0,薫別岳
34.185416,135.279917,大旗山,おおはたやま,2012-10-12,0,大旗山
34.957749,135.282264,大船山,おおふなやま,2012-10-12,0,大船山
34.17861,135.285111,野尻山,のじりやま,2012-10-12,0,野尻山
33.944391,135.281697,後山,うしろやま,2012-10-12,0,後山
34.145593,135.282639,宝年寺山,ほうねんじやま,2012-10-12,0,宝年寺山
33.888038,135.2757,真妻山,まづまやま,2012-10-12,0,真妻山
34.740163,135.277044,金鳥山,きんちょうやま,2012-10-12,0,金鳥山
34.317952,135.282597,四石山,よついしやま,2012-10-12,0,四石山
34.847638,135.279361,秀ヶ辻山,ひでがつじやま,2012-10-12,0,秀ヶ辻山
34.19911,135.275583,鶏冠山,とさかやま,2012-10-12,0,鶏冠山
34.352702,135.277914,愛宕山,あたごやま,2012-10-12,0,愛宕山
34.885825,135.280355,大岩岳,おおいわだけ,2013-07-26,0,大岩岳
34.777266,135.280931,林山,はやしやま,2012-10-12,0,林山
34.900868,135.276069,向山,むかいやま,2012-10-12,0,向山
34.985693,135.276431,奥山,おくやま,2012-10-12,0,奥山
35.334966,135.275036,城山,しろやま,2012-10-12,0,城山
34.229388,135.285278,鳩羽山,はとばやま,2012-10-12,0,鳩羽山
34.754377,135.282097,荒地山,あれちやま,2012-10-12,0,荒地山
43.602439,142.138156,三又山,みつまたやま,2012-07-30,0,三又山
44.727642,142.134711,神居山,かむいやま,2012-07-30,0,神居山
43.985708,142.137972,水銀山,すいぎんやま,2012-07-30,0,水銀山
44.948044,142.133067,摺鉢山,すりばちやま,2012-07-30,0,摺鉢山
44.2822,142.132731,目崎山,めざきやま,2012-07-30,0,目崎山
45.170319,142.133978,丸山,まるやま,2012-07-30,0,丸山
26.687205,142.140128,庚申岳,こうじんだけ,2012-10-12,0,庚申岳
26.691121,142.135156,館山,たてやま,2012-10-12,0,館山
38.57068,139.849864,矢引峰,やびきみね,2012-10-12,0,矢引峰
38.363312,139.849898,三角峰,さんかくみね,2012-10-12,0,三角峰
42.456872,139.851861,立象山,りつぞうざん,2012-07-30,0,立象山
37.013379,139.851536,小佐飛山,こさびやま,2012-10-12,0,小佐飛山
36.674501,139.853376,高舘山,たかだてやま,2012-10-12,0,高舘山
38.375201,139.847175,戸立山,とだてやま,2012-10-12,0,戸立山
38.087449,139.848689,長松山,ながまつやま,2012-10-12,0,長松山
36.660731,139.850603,兜山,かぶとやま,2012-10-12,0,兜山
36.665787,139.85302,黒戸山,くろとやま,2012-10-12,0,黒戸山
38.342923,139.848981,以東岳,いとうだけ,2012-10-12,0,以東岳
38.50668,139.846364,八久和山,やくわやま,2012-10-12,0,八久和山
37.820427,139.847094,大塚山,だいづかやま,2012-10-12,*_FA10_*,大塚山
38.12231,139.853745,孫守山,まごもりやま,2012-10-12,0,孫守山
37.749265,139.854147,円ノ花山,えんのはなやま,2012-10-12,0,円ノ花山
38.10031,139.854717,荒沢山,あらさわやま,2012-10-12,0,荒沢山
35.319713,139.846528,稲荷山,いなりやま,2012-10-12,0,稲荷山
38.257376,139.847428,大日倉山,だいにちぐらやま,2012-10-12,0,大日倉山
38.409476,139.847728,芝倉山,しばくらやま,2012-10-12,0,芝倉山
37.296298,136.809477,高塚山,たかつかやま,2012-10-12,0,高塚山
36.356459,136.806247,赤摩木古山,あかまつこやま,2012-10-12,0,赤摩木古山
36.365229,136.803631,大門山,だいもんざん,2012-10-12,0,大門山
36.189462,136.805625,間名古の頭,まなこのかしら,2012-10-12,0,間名古の頭
36.282882,136.805907,仙人窟岳,せんにんくつたけ,2012-10-12,0,仙人窟岳
37.190612,136.808177,風吹岳,かざふきだけ,2012-10-12,0,風吹岳
36.541104,136.806601,黒瀑山,くろたきやま,2012-10-12,0,黒瀑山
36.730258,136.810144,焼山,やきやま,2012-10-12,0,焼山
36.637742,136.804007,枡山,ますやま,2012-10-12,0,枡山
37.36023,136.809583,烏ヶ山,からすがやま,2012-10-12,0,烏ヶ山
32.27596,130.236425,七郎山,しちろうざん,2012-10-12,0,七郎山
33.400085,130.238586,権現山,ごんげんやま,2012-10-12,0,権現山
31.795124,130.23525,中山,なかやま,2012-10-12,0,中山
32.795107,130.232769,鉢巻山,はちまきやま,2012-10-12,0,鉢巻山
31.295816,130.233383,尊牛山,そんぎゅうざん,2012-10-12,0,尊牛山
32.736896,130.238603,高岳,たかだけ,2012-10-12,0,高岳
43.402494,144.634925,大坂山,おおさかやま,2012-07-30,0,大坂山
33.568902,132.755108,うつむき山,うつむきやま,2012-10-12,0,うつむき山
34.707516,132.749142,菊山,きくやま,2012-10-12,0,菊山
33.388477,132.757417,甲が森,かぶとがもり,2012-10-12,0,甲が森
33.344005,132.755861,御在所山,ございしょやま,2012-10-12,0,御在所山
34.849524,132.750858,赤松山,あかまつやま,2012-10-12,0,赤松山
34.574455,132.758422,カンノ木山,かんのきやま,2012-10-12,0,カンノ木山
35.408091,132.753572,高鍔山,たかつばさん,2012-10-12,0,高鍔山
35.41263,132.752639,鼻高山,はなたかせん,2012-10-12,0,鼻高山
33.065682,132.754119,ほけが森,ほけがもり,2012-10-12,0,ほけが森
35.26273,132.756364,王院山,おういんざん,2012-10-12,0,王院山
33.525652,132.750942,鎧掛山,よろいかけやま,2012-10-12,0,鎧掛山
34.460771,132.753147,鷹巣山,たかのすやま,2012-10-12,0,鷹巣山
34.469132,132.758508,大久保山,おおくぼやま,2012-10-12,0,大久保山
35.399671,134.820717,光明山,こうみょうさん,2012-10-12,0,光明山
34.289955,134.818042,油谷山,ゆだにさん,2012-10-12,0,油谷山
34.234907,134.814128,諭鶴羽山,ゆづるはさん,2012-10-12,0,諭鶴羽山
34.443463,134.817147,山王山,さんのうやま,2012-10-12,0,山王山
34.883721,134.818228,笠松山,かさまつやま,2012-10-12,0,笠松山
35.135368,134.813764,白岩山,しろいわさん,2012-10-12,0,白岩山
34.334343,134.819264,感応寺山,かんのうじやま,2012-10-12,0,感応寺山
33.23796,130.160592,大平山,おおひらやま,2012-10-12,0,大平山
32.447641,130.159697,染岳,そめだけ,2012-10-12,0,染岳
33.57226,130.161056,可也山,かやさん,2012-10-12,0,可也山
32.378813,130.164422,平家城山,へいけじょうやま,2012-10-12,0,平家城山
31.429827,130.160875,乗越の岡,のりこしのおか,2012-10-12,0,乗越の岡
32.15868,130.157656,大中岳,おおなかだけ,2012-10-12,0,大中岳
33.258424,130.156311,両子山,ふたごやま,2012-10-12,0,両子山
32.149507,130.160319,矢岳,やだけ,2012-10-12,0,矢岳
32.62443,130.156858,岩戸山,いわどさん,2012-10-12,0,岩戸山
33.542093,130.159139,城山,じょうやま,2012-10-12,0,城山
33.227793,130.162842,御岳山,おたけやま,2012-10-12,0,御岳山
32.421224,130.156558,帽子岳,ぼうしだけ,2012-10-12,0,帽子岳
33.622668,130.163192,彦山,ひこさん,2012-10-12,0,彦山
31.389613,130.160625,女岳,めだけ,2012-10-12,0,女岳
32.354924,130.163117,赤城山,あかじょうやま,2012-10-12,0,赤城山
33.373613,130.159642,白石山,しらいしやま,2012-10-12,0,白石山
33.597641,130.162692,火山,ひやま,2012-10-12,0,火山
31.404585,130.158264,野間岳,のまだけ,2012-10-12,0,野間岳
33.299674,130.155617,笠頭山,かさがしらやま,2012-10-12,0,笠頭山
31.420355,130.160264,鉈山,なたやま,2012-10-12,0,鉈山
44.029747,142.090269,長留内岳,おさるないだけ,2012-07-30,0,長留内岳
44.228206,142.088386,摺鉢山,すりばちやま,2012-07-30,0,摺鉢山
43.451647,142.096264,番ノ沢山,ばんのさわやま,2012-07-30,0,番ノ沢山
37.529186,139.978677,甘石山,あまいしやま,2012-10-12,0,甘石山
37.133204,139.981576,鬼面山,きめんざん,2012-10-12,0,鬼面山
37.21875,139.982631,小白森山,こじろもりやま,2012-10-12,0,小白森山
36.815381,139.982947,将軍塚,しょうぐんづか,2012-10-12,0,将軍塚
37.201944,139.983297,大白森山,おおじろもりやま,2012-10-12,0,大白森山
37.825599,139.984056,高倉山,たかくらやま,2012-10-12,0,高倉山
36.966047,139.985329,戸屋山,とややま,2012-10-12,0,戸屋山
38.530961,139.984746,湯殿山,ゆどのさん,2012-10-12,0,湯殿山
37.149954,139.986549,赤面山,あかづらやま,2012-10-12,0,赤面山
37.14912,139.978438,前岳,まえだけ,2012-10-12,0,前岳
35.114956,139.986825,愛宕山,あたごやま,2012-10-12,0,愛宕山
37.394219,139.979421,高つぶり山,たかつぶりやま,2012-10-12,*_8803_*,高蠃山
39.137226,139.981141,霊峰,れいほう,2012-10-12,0,霊峰
39.014215,139.979902,丸森,まるもり,2012-10-12,0,丸森
42.154739,139.984572,ヤンカ山,やんかやま,2012-07-30,0,ヤンカ山
38.702274,139.984962,羽黒山,はぐろさん,2012-10-12,0,羽黒山
40.4606,139.980825,兜流山,かぶとながれやま,2012-10-12,0,兜流山
36.864956,139.980333,常盤が丘,ときわがおか,2012-10-12,0,常盤が丘
36.863067,139.983055,二ッ室岳,ふたつむろだけ,2012-10-12,0,二ッ室岳
38.537766,139.98394,薬師岳,やくしだけ,2012-10-12,0,薬師岳
40.111172,139.985587,日向山,ひなたやま,2012-10-12,0,日向山
38.183359,139.981896,葉山,はやま,2012-10-12,0,葉山
